"last_name, first_name",player_id,team_name_alt,pitch_type,pitch_name,run_value_per_100,run_value,pitches,pitch_usage,pa,ba,slg,woba,whiff_percent,k_percent,put_away,est_ba,est_slg,est_woba,hard_hit_percent
"Chafin, Andrew",605177,LAA,SL,Slider,0.8,2,237,38.6,63,0.161,0.232,0.21,41.0,42.9,18.4,0.155,0.239,0.211,19.4
"Gilbert, Tyler",656457,CWS,SI,Sinker,0.8,2,263,31.3,62,0.28,0.44,0.387,15.0,12.9,15.4,0.296,0.508,0.407,48.8
"Alexander, Scott",518397,SF,SI,Sinker,-2.8,-6,204,65.2,62,0.34,0.698,0.488,12.1,6.5,8.9,0.335,0.697,0.471,55.1
"Gomber, Austin",596295,COL,CU,Curveball,-1.9,-5,248,24.8,62,0.3,0.6,0.418,15.4,22.6,14.6,0.249,0.482,0.321,30.4
"Rodríguez, Manuel",655889,TB,SL,Slider,3.6,8,214,49.7,62,0.158,0.193,0.179,29.6,25.8,23.9,0.211,0.3,0.242,34.9
"Yarbrough, Ryan",642232,NYY,FC,Cutter,-0.2,0,263,25.9,62,0.278,0.537,0.378,17.7,9.7,12.5,0.296,0.535,0.386,38.8
"Ross, Joe",605452,PHI,SI,Sinker,-1.4,-3,246,28.5,62,0.309,0.509,0.378,11.2,14.5,13.0,0.258,0.435,0.346,42.6
"Ohl, Pierson",701487,MIN,CH,Changeup,-1.7,-3,205,37.7,62,0.262,0.541,0.358,32.0,21.0,14.8,0.249,0.391,0.28,29.2
"Rocker, Kumar",677958,TEX,FF,4-Seam Fastball,-2.4,-6,228,20.2,62,0.364,0.709,0.476,16.8,14.5,11.5,0.308,0.611,0.416,55.3
"Olson, Reese",681857,DET,SL,Slider,0.8,2,250,21.6,62,0.241,0.362,0.29,44.8,27.4,20.5,0.235,0.361,0.283,43.9
"Fitts, Richard",690916,BOS,SL,Slider,-3.9,-8,206,28.0,62,0.346,0.654,0.486,25.7,14.5,15.8,0.291,0.567,0.422,56.8
"Lively, Ben",594902,CLE,SI,Sinker,0.1,0,175,24.3,62,0.291,0.345,0.328,13.2,22.6,17.1,0.234,0.324,0.294,41.5
"Carrasco, Carlos",471911,ATL,SI,Sinker,-2.6,-5,177,22.7,62,0.345,0.618,0.449,12.6,8.1,17.2,0.312,0.495,0.386,52.0
"Englert, Mason",669438,TB,CH,Changeup,2.5,6,248,34.3,62,0.167,0.167,0.17,33.3,30.6,18.1,0.222,0.327,0.251,41.5
"Harris, Hogan",663687,ATH,CU,Curveball,0.7,2,256,22.8,62,0.172,0.293,0.22,26.1,30.6,19.0,0.226,0.343,0.278,22.5
"Kranick, Max",668820,NYM,SL,Slider,1.6,3,211,39.9,61,0.237,0.407,0.289,15.0,9.8,16.7,0.292,0.525,0.358,45.3
"Junk, Janson",676083,MIA,ST,Sweeper,3.3,8,247,15.2,61,0.169,0.186,0.168,18.9,18.0,16.4,0.215,0.326,0.235,38.0
"Eflin, Zach",621107,BAL,CH,Changeup,2.4,4,187,16.6,61,0.172,0.31,0.218,15.2,9.8,15.4,0.281,0.505,0.34,39.6
"Gilbert, Tyler",656457,CWS,ST,Sweeper,2.2,6,254,30.3,61,0.107,0.143,0.146,45.0,36.1,22.7,0.143,0.27,0.215,20.0
"Lucas, Easton",687922,TOR,FF,4-Seam Fastball,0.9,2,218,49.8,61,0.245,0.388,0.321,27.1,24.6,18.3,0.24,0.501,0.356,51.4
"Jacob, Alek",689690,SD,FF,4-Seam Fastball,1.3,3,247,42.2,61,0.157,0.314,0.28,24.3,26.2,21.9,0.183,0.385,0.314,37.1
"Stanek, Ryne",592773,NYM,SL,Slider,0.0,0,231,21.7,61,0.204,0.315,0.289,44.7,32.8,21.5,0.167,0.281,0.26,38.2
"Lynch IV, Daniel",663738,KC,FF,4-Seam Fastball,-1.1,-3,247,22.7,61,0.265,0.429,0.377,14.4,8.2,8.6,0.237,0.418,0.361,40.9
"Ferguson, Tyler",621053,ATH,ST,Sweeper,0.4,1,314,31.7,61,0.259,0.328,0.256,28.8,24.6,16.7,0.22,0.332,0.248,22.2
"Lopez, Jacob",682052,ATH,FC,Cutter,-0.6,-1,243,14.6,61,0.283,0.453,0.366,19.4,19.7,21.8,0.241,0.408,0.332,34.1
"Kirby, George",669923,SEA,CU,Curveball,0.8,2,236,11.3,61,0.217,0.267,0.22,39.2,34.4,19.8,0.229,0.341,0.251,48.7
"Meyer, Max",676974,MIA,FF,4-Seam Fastball,-2.6,-6,231,22.2,61,0.315,0.63,0.433,14.0,13.1,13.1,0.34,0.676,0.458,52.2
"Gil, Luis",661563,NYY,SL,Slider,-0.9,-2,250,25.8,61,0.178,0.333,0.343,31.5,26.2,15.4,0.179,0.3,0.334,30.0
"Fermin, José",820862,LAA,FF,4-Seam Fastball,-0.6,-2,303,47.0,61,0.264,0.566,0.409,25.2,19.7,13.3,0.257,0.581,0.396,51.2
"Dana, Caden",702674,LAA,FF,4-Seam Fastball,-1.2,-3,253,45.0,61,0.261,0.522,0.398,15.5,18.0,21.2,0.255,0.48,0.398,48.6
"Barlow, Scott",605130,CIN,FF,4-Seam Fastball,0.9,2,271,21.3,61,0.196,0.326,0.341,20.8,18.0,13.6,0.234,0.484,0.4,45.7
"Clase, Emmanuel",661403,CLE,SL,Slider,0.2,1,225,30.2,60,0.218,0.327,0.278,37.5,28.3,20.5,0.187,0.291,0.234,28.2
"Blewett, Scott",656240,BAL,FF,4-Seam Fastball,-0.4,-1,256,36.0,60,0.26,0.54,0.384,16.8,11.7,14.6,0.293,0.596,0.419,61.4
"Ragans, Cole",666142,KC,CH,Changeup,0.8,2,207,19.2,60,0.193,0.351,0.254,50.4,38.3,29.9,0.159,0.254,0.202,23.5
"Martin, Chris",455119,TEX,FC,Cutter,0.5,1,230,36.1,60,0.31,0.517,0.388,22.1,23.3,21.9,0.311,0.573,0.385,45.5
"Pagán, Emilio",641941,CIN,FS,Split-Finger,2.9,6,215,20.1,60,0.121,0.207,0.146,40.7,40.0,23.8,0.143,0.218,0.174,17.6
"Vasil, Mike",678024,CWS,CH,Changeup,2.4,5,200,12.2,60,0.158,0.246,0.23,20.6,13.3,16.7,0.237,0.405,0.294,38.8
"Junis, Jakob",596001,CLE,CH,Changeup,3.0,6,205,19.9,60,0.167,0.233,0.188,23.4,25.0,20.8,0.19,0.258,0.193,33.3
"Bubic, Kris",663460,KC,SL,Slider,1.1,3,243,13.5,60,0.245,0.377,0.294,28.7,21.7,30.2,0.267,0.468,0.34,54.8
"Fitts, Richard",690916,BOS,FF,4-Seam Fastball,0.4,1,285,38.8,60,0.204,0.426,0.317,23.3,28.3,17.0,0.24,0.484,0.337,57.9
"Alexander, Tyler",641302,CWS,FC,Cutter,-2.5,-7,271,17.1,60,0.385,0.558,0.458,21.1,20.0,17.9,0.346,0.59,0.434,46.3
"Scott, Tayler",605463,HOU,FF,4-Seam Fastball,-2.7,-7,256,47.8,60,0.283,0.522,0.408,24.5,15.0,11.4,0.252,0.498,0.403,43.6
"Blubaugh, AJ",805123,HOU,FF,4-Seam Fastball,0.3,1,278,54.8,60,0.196,0.412,0.337,28.7,21.7,14.4,0.242,0.524,0.377,55.3
"Halvorsen, Seth",678020,COL,FS,Split-Finger,0.5,1,164,25.8,60,0.232,0.5,0.321,28.9,16.7,20.0,0.234,0.436,0.3,29.8
"Garrett, Reed",657585,NYM,SI,Sinker,1.3,3,238,24.3,60,0.245,0.283,0.288,15.7,15.0,16.7,0.299,0.38,0.343,38.6
"Garcia, Rico",670329,BAL,FF,4-Seam Fastball,0.5,1,231,39.4,60,0.212,0.481,0.332,29.1,23.3,20.6,0.232,0.449,0.346,61.5
"Bivens, Spencer",702352,SF,CH,Changeup,-1.6,-3,198,15.3,59,0.273,0.418,0.327,22.4,13.6,13.3,0.226,0.392,0.277,38.8
"Suarez, Robert",663158,SD,CH,Changeup,-2.1,-6,257,23.9,59,0.31,0.483,0.363,32.8,28.8,16.0,0.277,0.404,0.301,36.6
"Erceg, Lucas",668674,KC,FF,4-Seam Fastball,1.1,3,289,30.0,59,0.263,0.316,0.27,28.0,28.8,17.3,0.258,0.379,0.288,60.0
"Whitlock, Garrett",676477,BOS,CH,Changeup,0.2,1,246,20.8,59,0.286,0.357,0.304,31.5,18.6,11.0,0.239,0.313,0.263,35.6
"Allard, Kolby",663465,CLE,CH,Changeup,0.9,2,200,20.0,59,0.182,0.273,0.253,15.5,6.8,5.8,0.222,0.349,0.266,26.9
"Lorenzen, Michael",547179,KC,FC,Cutter,0.1,0,251,10.8,59,0.346,0.5,0.393,19.2,3.4,7.1,0.34,0.464,0.381,31.4
"Falter, Bailey",663559,KC,SI,Sinker,2.1,4,191,9.8,59,0.226,0.302,0.271,14.7,20.3,24.0,0.242,0.33,0.285,42.9
"Lorenzen, Michael",547179,KC,CU,Curveball,-3.6,-9,261,11.3,59,0.382,0.636,0.454,27.9,20.3,13.6,0.335,0.585,0.412,51.2
"Bellozo, Valente",678368,MIA,ST,Sweeper,2.4,5,205,15.5,59,0.167,0.241,0.197,27.0,23.7,15.9,0.177,0.338,0.234,45.2
"Granillo, Andre",701552,STL,SL,Slider,0.2,0,235,65.1,59,0.245,0.434,0.324,34.7,15.3,13.6,0.189,0.338,0.28,20.0
"Thompson, Ryan",657044,AZ,SL,Slider,1.9,5,264,40.6,59,0.125,0.286,0.198,35.1,39.0,24.0,0.152,0.332,0.228,27.3
"Burke, Brock",656271,LAA,SL,Slider,1.2,3,280,27.6,59,0.236,0.4,0.297,30.1,18.6,15.9,0.241,0.389,0.281,39.1
"Yarbrough, Ryan",642232,NYY,SI,Sinker,0.5,1,207,20.4,59,0.314,0.471,0.388,11.7,8.5,14.7,0.374,0.49,0.419,43.5
"Pfaadt, Brandon",694297,AZ,CU,Curveball,-3.4,-10,285,9.8,59,0.327,0.692,0.489,36.0,30.5,22.8,0.261,0.527,0.374,50.0
"Bender, Anthony",669622,MIA,SI,Sinker,0.0,0,210,26.8,59,0.245,0.327,0.347,5.1,13.6,14.0,0.294,0.466,0.391,53.7
"Bachman, Sam",696147,LAA,SL,Slider,-1.0,-2,185,55.4,59,0.245,0.358,0.327,32.0,20.3,23.1,0.244,0.345,0.305,33.3
"Milner, Hoby",571948,TEX,CH,Changeup,-1.5,-3,201,17.4,59,0.296,0.537,0.371,20.8,20.3,16.9,0.212,0.406,0.296,34.9
"Henry, Cole",669371,WSH,ST,Sweeper,-0.7,-2,318,32.9,59,0.255,0.373,0.318,29.3,25.4,14.7,0.199,0.296,0.278,24.3
"Ureña, José",570632,LAA,SL,Slider,-1.4,-3,239,25.6,59,0.226,0.396,0.34,24.3,23.7,17.3,0.279,0.49,0.365,23.1
"Lauer, Eric",641778,TOR,CU,Curveball,-0.2,0,242,14.4,59,0.302,0.396,0.346,29.6,22.0,23.2,0.23,0.329,0.28,29.3
"Snell, Blake",605483,LAD,CU,Curveball,0.6,1,223,21.7,59,0.173,0.25,0.24,45.7,47.5,25.9,0.186,0.253,0.238,46.2
"Teng, Kai-Wei",678906,SF,ST,Sweeper,1.5,3,221,38.6,58,0.191,0.255,0.291,34.6,36.2,32.3,0.167,0.256,0.28,23.1
"Darvish, Yu",506433,SD,CU,Curveball,1.1,2,192,16.6,58,0.132,0.264,0.212,32.6,31.0,21.4,0.155,0.253,0.219,17.1
"Eisert, Brandon",685126,CWS,FF,4-Seam Fastball,-0.3,-1,385,31.7,58,0.234,0.447,0.358,29.3,25.9,14.0,0.288,0.61,0.427,50.0
"Romano, Jordan",605447,PHI,FF,4-Seam Fastball,-1.9,-5,258,36.8,58,0.311,0.6,0.431,26.6,24.1,19.2,0.272,0.498,0.388,42.4
"Wheeler, Zack",554430,PHI,FC,Cutter,-1.0,-2,206,8.6,58,0.269,0.481,0.358,20.4,17.2,23.3,0.228,0.348,0.294,38.1
"Ferguson, Caleb",657571,SEA,SI,Sinker,2.5,6,246,23.6,58,0.25,0.269,0.268,16.1,8.6,14.7,0.236,0.27,0.26,16.7
"Lorenzen, Michael",547179,KC,ST,Sweeper,-0.1,0,199,8.6,58,0.268,0.393,0.316,20.2,15.5,13.0,0.253,0.429,0.305,29.8
"Cavalli, Cade",676917,WSH,CU,Curveball,-1.5,-4,238,30.2,58,0.351,0.491,0.387,39.6,31.0,24.7,0.239,0.332,0.254,46.2
"Vest, Will",676684,DET,SI,Sinker,1.7,3,190,16.7,58,0.236,0.309,0.303,12.6,5.2,10.3,0.18,0.239,0.2,28.3
"deGrom, Jacob",594798,TEX,CH,Changeup,-0.6,-2,295,11.3,58,0.161,0.304,0.218,40.1,32.8,21.3,0.232,0.427,0.294,51.4
"Horton, Cade",690990,CHC,CH,Changeup,1.5,4,228,12.8,58,0.115,0.154,0.193,47.8,32.8,21.8,0.187,0.261,0.245,18.2
"Bird, Jake",656234,NYY,CU,Curveball,1.7,4,217,22.7,58,0.182,0.2,0.189,38.0,50.0,27.4,0.158,0.185,0.157,35.7
"Palencia, Daniel",694037,CHC,SL,Slider,0.3,1,194,23.1,58,0.259,0.389,0.323,39.4,36.2,30.9,0.205,0.276,0.242,33.3
"Civale, Aaron",650644,CHC,FF,4-Seam Fastball,-0.2,0,271,15.5,58,0.204,0.429,0.333,20.0,22.4,14.4,0.196,0.424,0.328,36.1
"Barlow, Scott",605130,CIN,SL,Slider,-0.7,-2,242,19.0,58,0.255,0.549,0.38,36.0,22.4,19.7,0.292,0.463,0.369,39.5
"Blanco, Ronel",669854,HOU,FF,4-Seam Fastball,-1.7,-5,283,35.7,58,0.267,0.6,0.432,16.8,10.3,9.2,0.231,0.484,0.384,45.0
"Brebbia, John",605154,ATL,FF,4-Seam Fastball,-2.1,-5,225,49.0,58,0.311,0.533,0.436,17.3,25.9,22.1,0.224,0.408,0.364,56.7
"Adam, Jason",592094,SD,FF,4-Seam Fastball,1.5,4,247,22.7,58,0.16,0.16,0.228,21.7,19.0,15.3,0.207,0.301,0.277,42.5
"Wilson, Bryse",669060,CWS,FC,Cutter,-4.8,-10,205,24.0,58,0.451,0.686,0.545,16.2,8.6,13.5,0.409,0.665,0.491,38.3
"Ginkel, Kevin",656464,AZ,FF,4-Seam Fastball,-1.1,-3,248,50.5,58,0.314,0.51,0.374,18.4,19.0,14.9,0.247,0.466,0.34,43.9
"Blackburn, Paul",621112,NYY,SI,Sinker,0.5,1,203,30.5,58,0.291,0.436,0.34,9.5,20.7,25.0,0.25,0.361,0.287,39.5
"Hicks, Jordan",663855,BOS,ST,Sweeper,-1.8,-5,272,22.7,58,0.286,0.592,0.435,43.9,22.4,16.7,0.225,0.427,0.342,30.6
"Perkins, Jack",678022,ATH,ST,Sweeper,2.3,5,209,32.8,57,0.098,0.176,0.197,38.0,31.6,21.7,0.146,0.207,0.202,26.5
"Bido, Osvaldo",674370,ATH,SI,Sinker,1.1,2,204,14.8,57,0.292,0.333,0.318,12.2,5.3,8.8,0.24,0.284,0.277,29.2
"Saalfrank, Andrew",685314,AZ,SI,Sinker,2.0,4,195,45.7,57,0.212,0.308,0.254,22.7,8.8,13.2,0.274,0.478,0.343,39.6
"Barlow, Scott",605130,CIN,SI,Sinker,0.4,1,187,14.7,57,0.233,0.326,0.378,13.9,7.0,12.9,0.273,0.421,0.397,25.6
"Allen, Logan",671106,CLE,FC,Cutter,0.0,0,306,11.3,57,0.28,0.46,0.352,20.8,8.8,17.9,0.314,0.647,0.429,26.1
"García, Luis",472610,LAA,ST,Sweeper,0.0,0,302,33.7,57,0.184,0.265,0.253,37.9,40.4,19.0,0.197,0.409,0.304,44.4
"Chafin, Andrew",605177,LAA,SI,Sinker,0.1,0,250,40.7,57,0.304,0.304,0.372,19.4,12.3,14.9,0.296,0.388,0.374,43.6
"Yamamoto, Yoshinobu",808967,LAD,SI,Sinker,0.0,0,217,7.8,57,0.271,0.417,0.361,17.0,12.3,18.9,0.28,0.393,0.353,46.3
"Phillips, Tyler",663969,MIA,CU,Curveball,0.3,1,257,23.1,57,0.208,0.358,0.278,38.2,26.3,17.2,0.214,0.36,0.277,47.4
"Gusto, Ryan",687473,MIA,CU,Curveball,-1.4,-4,263,14.9,57,0.304,0.5,0.35,17.5,15.8,10.5,0.296,0.553,0.365,57.4
"Gibson, Cade",806188,MIA,CU,Curveball,0.0,0,259,28.5,57,0.173,0.308,0.263,36.7,38.6,22.9,0.204,0.318,0.265,36.7
"Ashby, Aaron",676879,MIL,CU,Curveball,1.0,3,273,26.4,57,0.143,0.184,0.225,43.9,47.4,34.6,0.15,0.185,0.225,31.8
"Ryan, Joe",657746,MIN,SL,Slider,-0.5,-1,258,9.2,57,0.245,0.321,0.326,22.8,14.0,12.7,0.286,0.4,0.323,37.8
"Yarbrough, Ryan",642232,NYY,CH,Changeup,-1.3,-3,209,20.6,57,0.241,0.426,0.306,41.7,28.1,19.5,0.229,0.387,0.286,15.8
"Schlittler, Cam",693645,NYY,FC,Cutter,0.4,1,247,19.7,57,0.212,0.346,0.28,27.6,28.1,18.8,0.223,0.378,0.295,36.1
"Banks, Tanner",621383,PHI,ST,Sweeper,0.2,1,263,24.3,57,0.189,0.453,0.269,28.3,22.8,13.8,0.222,0.479,0.294,39.5
"Oviedo, Johan",670912,PIT,FF,4-Seam Fastball,0.2,1,246,37.0,57,0.143,0.367,0.267,29.9,29.8,20.2,0.21,0.458,0.327,39.4
"Cortes, Nestor",641482,SD,FC,Cutter,-0.4,-1,207,34.6,57,0.229,0.542,0.368,21.6,17.5,22.2,0.242,0.512,0.363,46.2
"Buttó, José",676130,SF,SI,Sinker,-1.0,-2,189,17.3,57,0.383,0.511,0.432,14.7,5.3,16.7,0.326,0.453,0.388,42.2
"Brubaker, JT",664141,SF,SI,Sinker,0.3,1,231,49.3,57,0.292,0.396,0.356,7.9,5.3,5.1,0.335,0.499,0.405,47.8
"Jax, Griffin",643377,TB,FF,4-Seam Fastball,-2.4,-5,194,17.7,57,0.32,0.62,0.429,19.4,15.8,16.4,0.317,0.612,0.425,57.1
"Lauer, Eric",641778,TOR,SL,Slider,-0.3,-1,179,10.6,57,0.236,0.382,0.268,29.2,29.8,24.3,0.219,0.325,0.238,51.3
"Domínguez, Seranthony",622554,TOR,ST,Sweeper,1.5,4,240,21.8,57,0.132,0.245,0.197,49.1,38.6,25.9,0.112,0.185,0.166,22.6
"Jacob, Alek",689690,SD,CH,Changeup,-0.6,-1,189,32.3,56,0.275,0.431,0.314,21.6,12.5,11.7,0.232,0.375,0.281,30.4
"Bassitt, Chris",605135,TOR,FF,4-Seam Fastball,0.0,0,264,9.3,56,0.216,0.353,0.3,23.4,32.1,18.6,0.179,0.271,0.238,30.3
"Hart, Kyle",606996,SD,ST,Sweeper,2.2,5,230,33.3,56,0.132,0.264,0.183,28.6,32.1,27.3,0.17,0.295,0.216,27.8
"Gibaut, Ian",664139,CIN,FF,4-Seam Fastball,0.6,1,199,51.4,56,0.294,0.353,0.322,19.0,16.1,16.7,0.236,0.419,0.315,38.1
"Singer, Brady",663903,CIN,FC,Cutter,0.4,1,264,9.3,56,0.306,0.449,0.362,23.4,1.8,7.1,0.321,0.538,0.395,34.7
"Richardson, Lyon",680689,CIN,SI,Sinker,1.9,4,196,29.1,56,0.178,0.2,0.292,16.2,12.5,21.9,0.24,0.338,0.339,46.2
"Soriano, José",667755,LAA,FF,4-Seam Fastball,0.5,1,239,8.6,56,0.22,0.293,0.338,27.5,26.8,20.3,0.245,0.352,0.368,44.4
"Taillon, Jameson",592791,CHC,SI,Sinker,1.2,2,145,7.3,56,0.255,0.345,0.27,6.3,21.4,18.8,0.281,0.408,0.303,48.8
"Farris, Mitch",815083,LAA,FF,4-Seam Fastball,-0.6,-1,202,49.9,56,0.217,0.478,0.332,24.5,17.9,17.9,0.297,0.604,0.411,56.4
"Olson, Reese",681857,DET,FF,4-Seam Fastball,0.5,1,225,19.4,56,0.25,0.385,0.297,15.5,21.4,17.6,0.271,0.503,0.347,56.1
"Wilson, Bryse",669060,CWS,SI,Sinker,0.9,2,203,23.8,56,0.308,0.404,0.339,8.4,12.5,17.1,0.337,0.474,0.375,51.1
"Beeter, Clayton",690925,WSH,SL,Slider,2.2,5,214,46.0,56,0.098,0.216,0.17,49.1,51.8,30.9,0.118,0.231,0.184,30.4
"Ferguson, Caleb",657571,SEA,SV,Slurve,0.6,1,227,21.8,55,0.208,0.25,0.253,25.6,23.6,17.1,0.246,0.3,0.306,25.0
"Birdsong, Hayden",806185,SF,CH,Changeup,0.2,0,201,16.8,55,0.212,0.231,0.241,39.8,36.4,25.0,0.246,0.346,0.28,56.3
"Steele, Justin",657006,CHC,FF,4-Seam Fastball,1.2,2,177,56.5,55,0.212,0.365,0.258,16.3,21.8,27.9,0.287,0.483,0.338,56.1
"Vasil, Mike",678024,CWS,FF,4-Seam Fastball,0.9,2,231,14.0,55,0.122,0.268,0.3,39.0,43.6,24.0,0.122,0.259,0.298,41.2
"Ginkel, Kevin",656464,AZ,SL,Slider,0.2,0,209,42.6,55,0.2,0.267,0.314,42.2,32.7,24.0,0.211,0.376,0.336,51.7
"Gil, Luis",661563,NYY,CH,Changeup,0.2,1,229,23.6,55,0.216,0.333,0.286,16.1,12.7,10.9,0.26,0.426,0.323,36.4
"Paddack, Chris",663978,DET,SI,Sinker,-0.4,-1,133,5.2,55,0.321,0.491,0.366,10.0,3.6,20.0,0.356,0.523,0.38,34.6
"Henderson, Logan",701656,MIL,FF,4-Seam Fastball,1.2,2,200,48.8,55,0.196,0.392,0.281,28.1,40.0,30.1,0.223,0.427,0.304,34.5
"Wolfram, Grant",664991,BAL,SI,Sinker,-2.1,-4,211,40.6,55,0.341,0.568,0.455,18.6,14.5,14.8,0.27,0.372,0.349,51.4
"Thielbar, Caleb",573204,CHC,CU,Curveball,2.0,5,236,28.1,55,0.135,0.231,0.173,34.8,36.4,22.7,0.182,0.27,0.21,33.3
"Misiorowski, Jacob",694819,MIL,CU,Curveball,-0.3,-1,170,14.6,55,0.231,0.385,0.287,30.7,38.2,23.3,0.23,0.369,0.28,38.7
"Festa, David",701581,MIN,SL,Slider,0.3,1,236,26.8,55,0.231,0.423,0.301,32.2,29.1,20.5,0.263,0.55,0.36,41.7
"Ross, Joe",605452,PHI,SL,Slider,-1.2,-2,190,22.0,55,0.294,0.51,0.356,30.7,21.8,14.8,0.283,0.546,0.367,47.5
"Mlodzinski, Carmen",669387,PIT,SI,Sinker,0.6,1,249,15.1,55,0.321,0.396,0.345,9.2,10.9,14.6,0.323,0.372,0.32,44.7
"Pivetta, Nick",601713,SD,FC,Cutter,2.0,5,250,8.8,55,0.176,0.353,0.261,13.0,9.1,21.7,0.264,0.472,0.332,46.8
"Zerpa, Angel",672582,KC,FF,4-Seam Fastball,-0.4,-1,225,20.5,55,0.264,0.377,0.294,22.9,25.5,17.1,0.282,0.443,0.324,41.0
"Dollander, Chase",801403,COL,SI,Sinker,-0.5,-1,175,9.8,55,0.306,0.449,0.371,15.6,9.1,13.5,0.29,0.413,0.342,46.7
"Bernardino, Brennan",657514,BOS,CU,Curveball,0.1,0,219,26.3,55,0.176,0.294,0.225,33.7,34.5,17.9,0.169,0.319,0.254,33.3
"Ortiz, Luis",682847,CLE,CH,Changeup,-0.4,-1,194,12.9,55,0.212,0.346,0.286,29.3,30.9,18.7,0.237,0.373,0.285,42.9
"Verlander, Justin",434378,SF,CH,Changeup,1.1,2,222,8.5,55,0.2,0.24,0.24,28.7,20.0,15.9,0.237,0.309,0.28,28.2
"Matthews, Zebby",805673,MIN,FC,Cutter,-0.4,-1,179,13.2,54,0.333,0.429,0.41,24.0,5.6,8.3,0.318,0.482,0.416,42.5
"Phillips, Connor",683175,CIN,FF,4-Seam Fastball,0.1,0,188,49.9,54,0.167,0.333,0.306,20.8,24.1,28.9,0.236,0.491,0.392,43.3
"Ginn, J.T.",669372,ATH,FC,Cutter,-1.4,-3,210,13.3,54,0.245,0.469,0.344,19.1,11.1,15.4,0.251,0.442,0.333,37.2
"Woods Richardson, Simeon",680573,MIN,FS,Split-Finger,0.0,0,187,10.0,54,0.137,0.235,0.222,32.7,37.0,24.7,0.117,0.211,0.168,32.3
"Ashcraft, Braxton",677952,PIT,CU,Curveball,1.7,4,232,21.1,54,0.122,0.204,0.191,36.6,42.6,24.2,0.151,0.223,0.211,34.6
"Kelly, Merrill",518876,TEX,SL,Slider,2.8,6,198,7.0,54,0.167,0.185,0.159,30.8,16.7,12.3,0.27,0.341,0.265,24.4
"Garrett, Reed",657585,NYM,FS,Split-Finger,-0.3,-1,219,22.4,54,0.143,0.245,0.231,43.8,40.7,17.5,0.153,0.182,0.197,25.9
"Iglesias, Raisel",628452,ATL,SI,Sinker,3.9,8,215,22.3,54,0.163,0.204,0.211,11.0,11.1,28.6,0.26,0.354,0.304,30.2
"Alvarado, Elvis",665660,ATH,SL,Slider,-0.8,-2,245,32.0,54,0.192,0.442,0.281,41.2,33.3,20.5,0.18,0.295,0.221,38.2
"Armstrong, Shawn",542888,TEX,ST,Sweeper,2.3,6,261,23.3,54,0.08,0.12,0.152,33.6,25.9,16.9,0.119,0.205,0.171,16.2
"Kelly, Zack",677161,BOS,FC,Cutter,2.4,4,182,31.3,54,0.227,0.273,0.281,20.2,11.1,16.2,0.252,0.314,0.301,26.8
"Eflin, Zach",621107,BAL,FC,Cutter,0.2,0,245,21.7,54,0.3,0.66,0.405,14.4,11.1,17.6,0.247,0.514,0.326,39.1
"Whisenhunt, Carson",687931,SF,FF,4-Seam Fastball,-1.1,-2,195,47.8,54,0.209,0.512,0.381,11.0,14.8,14.3,0.276,0.639,0.445,51.4
"Leahy, Kyle",681517,STL,ST,Sweeper,1.1,2,186,13.8,54,0.255,0.314,0.249,28.7,29.6,16.3,0.251,0.396,0.282,40.5
"Romero, JoJo",668941,STL,CH,Changeup,0.3,1,223,22.5,54,0.167,0.271,0.236,31.0,22.2,17.6,0.197,0.317,0.263,29.7
"Soriano, José",667755,LAA,SL,Slider,-2.6,-4,168,6.0,54,0.264,0.453,0.313,40.2,46.3,25.8,0.205,0.38,0.255,50.0
"Gómez, Yoendrys",672782,CWS,SI,Sinker,0.9,2,212,19.3,54,0.271,0.396,0.351,14.9,3.7,5.9,0.261,0.418,0.337,37.0
"Montero, Keider",672456,DET,CU,Curveball,-0.8,-2,214,14.5,54,0.25,0.481,0.323,18.1,11.1,7.2,0.259,0.467,0.32,34.8
"Lopez, Jacob",682052,ATH,CH,Changeup,-1.8,-4,224,13.4,54,0.275,0.49,0.345,31.1,18.5,16.9,0.234,0.362,0.279,34.1
"Singer, Brady",663903,CIN,FF,4-Seam Fastball,-1.1,-3,304,10.7,54,0.24,0.42,0.327,22.8,31.5,14.5,0.231,0.374,0.291,39.4
"Soriano, George",666277,MIA,CH,Changeup,-1.3,-3,213,30.8,54,0.294,0.451,0.33,19.6,20.4,14.9,0.316,0.457,0.357,46.3
"Peralta, Freddy",642547,MIL,SL,Slider,0.9,3,282,9.1,53,0.176,0.235,0.216,51.5,37.7,20.0,0.151,0.219,0.18,19.4
"Povich, Cade",700249,BAL,ST,Sweeper,-4.8,-10,203,10.3,53,0.375,0.646,0.46,21.4,15.1,12.1,0.307,0.6,0.412,55.0
"Soriano, José",667755,LAA,FS,Split-Finger,0.8,2,256,9.2,53,0.14,0.16,0.182,39.5,45.3,20.5,0.18,0.243,0.212,38.5
"Holman, Grant",680880,ATH,FF,4-Seam Fastball,-0.8,-1,179,47.7,53,0.261,0.435,0.351,19.5,18.9,22.7,0.292,0.53,0.394,61.1
"King, Michael",650633,SD,FF,4-Seam Fastball,-2.7,-8,297,24.4,53,0.349,0.814,0.525,30.0,20.8,13.8,0.315,0.789,0.504,56.3
"Woo, Bryan",693433,SEA,CH,Changeup,-0.5,-1,193,7.1,53,0.235,0.353,0.275,22.5,15.1,11.6,0.252,0.395,0.28,29.5
